macro address,Write,Function description,Notes
769,B,Debug printing enable,Enables feature #1503 - Prompt information
770,S,user permission key,This number is just a reminder of the superuser password. Changing it does not change the password.
771,B,maximum contour,
772,B,extern key 1 Function,
773,B,extern key 2 Function,
774,B,external key 3 Function,
775,B,extern key 4 Function,
776,B,extern key 5 Function,
777,B,extern key 6 Function,
778,B,USB keyboard type 0：Close 1：Standard keyboard 2：USB Scanner,
779,B,Modbus RTU (The Barcode processing file storage),
780,B,Line corner acceleration,
781,B,J parameter of S-type acceleration curve,
782,B,G00 Acceleration,
783,B,Barcode scanning processing enable,
784,B,network boot mode,
785,B,X-axis max. Acceleration G00,
786,B,Y axis max. Acceleration G00,
787,B,Z axis max. Acceleration G00,
788,B,4th axis max. Acceleration G00,
789,B,5th axis max. Acceleration G00,
790,R/O,axis realtime workpiece coordinate position,"The current position of the axis, in the current working coordinate system"
791,R/O,Y axis realtime workpiece coordinate position,"The current position of the axis, in the current working coordinate system"
792,R/O,Z axis realtime workpiece coordinate position,"The current position of the axis, in the current working coordinate system"
793,R/O,4th axis realtime workpiece coordinate position,"The current position of the axis, in the current working coordinate system"
794,R/O,5th axis realtime workpiece coordinate position,"The current position of the axis, in the current working coordinate system"
795,B,,
796,B,,
797,B,,
798,B,,
799,B,,
800,B,G92 Coordinates Home Offset X,"Offset, relative to machine coordinate, for G92"
801,B,G92 Coordinates Home Offset Y,"Offset, relative to machine coordinate, for G92"
802,B,G92 Coordinates Home Offset Z,"Offset, relative to machine coordinate, for G92"
803,B,G92 Coordinates Home Offset A,"Offset, relative to machine coordinate, for G92"
804,B,G92 Coordinates Home Offset B,"Offset, relative to machine coordinate, for G92"
805,B,G54 Coordinates Home Offset X,"Offset, relative to machine coordinate, for G54"
806,B,G54 Coordinates Home Offset Y,"Offset, relative to machine coordinate, for G54"
807,B,G54 Coordinates Home Offset Z,"Offset, relative to machine coordinate, for G54"
808,B,G54 Coordinates Home Offset A,"Offset, relative to machine coordinate, for G54"
809,B,G54 Coordinates Home Offset B,"Offset, relative to machine coordinate, for G54"
810,B,G55 Coordinates Home Offset X,"Offset, relative to machine coordinate, for G55"
811,B,G55 Coordinates Home Offset Y,"Offset, relative to machine coordinate, for G55"
812,B,G55 Coordinates Home Offset Z,"Offset, relative to machine coordinate, for G55"
813,B,G55 Coordinates Home Offset A,"Offset, relative to machine coordinate, for G55"
814,B,G55 Coordinates Home Offset B,"Offset, relative to machine coordinate, for G55"
815,B,G56 Coordinates Home Offset X,"Offset, relative to machine coordinate, for G56"
816,B,G56 Coordinates Home Offset Y,"Offset, relative to machine coordinate, for G56"
817,B,G56 Coordinates Home Offset Z,"Offset, relative to machine coordinate, for G56"
818,B,G56 Coordinates Home Offset A,"Offset, relative to machine coordinate, for G56"
819,B,G56 Coordinates Home Offset B,"Offset, relative to machine coordinate, for G56"
820,B,G57 Coordinates Home Offset X,"Offset, relative to machine coordinate, for G57"
821,B,G57 Coordinates Home Offset Y,"Offset, relative to machine coordinate, for G57"
822,B,G57 Coordinates Home Offset Z,"Offset, relative to machine coordinate, for G57"
823,B,G57 Coordinates Home Offset A,"Offset, relative to machine coordinate, for G57"
824,B,G57 Coordinates Home Offset B,"Offset, relative to machine coordinate, for G57"
825,B,G58 Coordinates Home Offset X,"Offset, relative to machine coordinate, for G58"
826,B,G58 Coordinates Home Offset Y,"Offset, relative to machine coordinate, for G58"
827,B,G58 Coordinates Home Offset Z,"Offset, relative to machine coordinate, for G58"
828,B,G58 Coordinates Home Offset A,"Offset, relative to machine coordinate, for G58"
829,B,G58 Coordinates Home Offset B,"Offset, relative to machine coordinate, for G58"
830,B,G59 Coordinates Home Offset X,"Offset, relative to machine coordinate, for G59"
831,B,G59 Coordinates Home Offset Y,"Offset, relative to machine coordinate, for G59"
832,B,G59 Coordinates Home Offset Z,"Offset, relative to machine coordinate, for G59"
833,B,G59 Coordinates Home Offset A,"Offset, relative to machine coordinate, for G59"
834,B,G59 Coordinates Home Offset B,"Offset, relative to machine coordinate, for G59"
835,S,G52 Temporary Coordinates offset X,"Sets the temporary displacement of the axes in all working CS. Added to the main offset of the SK. NOT displayed in the ""Coord set"" menu. NOT saved after reboot. It can only be changed if after #835=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
836,S,G52 Temporary Coordinates offset Y,"Sets the temporary displacement of the axes in all working CS. Added to the main offset of the SK. NOT displayed in the ""Coord set"" menu. NOT saved after reboot. It can only be changed if after #835=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
837,S,G52 Temporary coordinates offset Z,"Sets the temporary displacement of the axes in all working CS. Added to the main offset of the SK. NOT displayed in the ""Coord set"" menu. NOT saved after reboot. It can only be changed if after #835=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
838,S,G52 Temporary Coordinates offset A,"Sets the temporary displacement of the axes in all working CS. Added to the main offset of the SK. NOT displayed in the ""Coord set"" menu. NOT saved after reboot. It can only be changed if after #835=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
839,S,G52 Temporary Coordinates offset B,"Sets the temporary displacement of the axes in all working CS. Added to the main offset of the SK. NOT displayed in the ""Coord set"" menu. NOT saved after reboot. It can only be changed if after #835=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
840,B,X-axis Coordinate offset,"Sets a constant offset of the axes in all working CS. Added to the main offset of the SK. Displayed in the ""Coord set"" menu. Retained after reboot. Can only be changed if after #840=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
841,B,Y-axis Coordinates offset,"Sets a constant offset of the axes in all working CS. Added to the main offset of the SK. Displayed in the ""Coord set"" menu. Retained after reboot. Can only be changed if after #840=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
842,B,Z axis coordinates offset,"Sets a constant offset of the axes in all working CS. Added to the main offset of the SK. Displayed in the ""Coord set"" menu. Retained after reboot. Can only be changed if after #840=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
843,B,4th axis coordinates offset,"Sets a constant offset of the axes in all working CS. Added to the main offset of the SK. Displayed in the ""Coord set"" menu. Retained after reboot. Can only be changed if after #840=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
844,B,5th axis Coordinates offset,"Sets a constant offset of the axes in all working CS. Added to the main offset of the SK. Displayed in the ""Coord set"" menu. Retained after reboot. Can only be changed if after #840=0 there is a command to move the axes. Or via MDI. Perhaps other commands will do."
845,B,,
846,B,,
847,B,,
848,B,,
849,B,,
850,R/O,G54 Coordinates X Absolute position,Current axis position in G54
851,R/O,G54 Coordinates Y Absolute position,Current axis position in G54
852,R/O,G54 Coordinates Z Absolute position,Current axis position in G54
853,R/O,G54 Coordinates A Absolute position,Current axis position in G54
854,R/O,G54 Coordinates B Absolute position,Current axis position in G54
855,R/O,G55 Coordinates X Absolute position,Current axis position in G55
856,R/O,G55 Coordinates Y Absolute position,Current axis position in G55
857,R/O,G55 Coordinates Z Absolute position,Current axis position in G55
858,R/O,G55 Coordinates A Absolute position,Current axis position in G55
859,R/O,G55 Coordinates B Absolute position,Current axis position in G55
860,R/O,G56 Coordinates X Absolute position,Current axis position in G56
861,R/O,G56 Coordinates Y Absolute position,Current axis position in G56
862,R/O,G56 Coordinates Z Absolute position,Current axis position in G56
863,R/O,G56 Coordinates A Absolute position,Current axis position in G56
864,R/O,G56 Coordinates B Absolute position,Current axis position in G56
865,R/O,G57 Coordinates X Absolute position,Current axis position in G57
866,R/O,G57 Coordinates Y Absolute position,Current axis position in G57
867,R/O,G57 Coordinates Z Absolute position,Current axis position in G57
868,R/O,G57 Coordinates A Absolute position,Current axis position in G57
869,R/O,G57 Coordinates B Absolute position,Current axis position in G57
870,R/O,G58 Coordinates X Absolute position,Current axis position in G58
871,R/O,G58 Coordinates Y Absolute position,Current axis position in G58
872,R/O,G58 Coordinates Z Absolute position,Current axis position in G58
873,R/O,G58 Coordinates A Absolute position,Current axis position in G58
874,R/O,G58 Coordinates B Absolute position,Current axis position in G58
875,R/O,G59 Coordinates X Absolute position,Current axis position in G59
876,R/O,G59 Coordinates Y Absolute position,Current axis position in G59
877,R/O,G59 Coordinates Z Absolute position,Current axis position in G59
878,R/O,G59 Coordinates A Absolute position,Current axis position in G59
879,R/O,G59 Coordinates B Absolute position,Current axis position in G59
880,R/O,MACH Coordinates X Absolute position,"The current position of the axis in the machine CS. It can be edited (then the axis is ""hoarse"")."
881,R/O,MACH Coordinates Y Absolute position,"The current position of the axis in the machine CS. It can be edited (then the axis is ""hoarse"")."
882,R/O,MACH Coordinates Z Absolute position,"The current position of the axis in the machine CS. It can be edited (then the axis is ""hoarse"")."
883,R/O,MACH Coordinates A Absolute position,"The current position of the axis in the machine CS. It can be edited (then the axis is ""hoarse"")."
884,R/O,MACH Coordinates B Absolute position,"The current position of the axis in the machine CS. It can be edited (then the axis is ""hoarse"")."
885,R/O,G92 Coordinates X Absolute position,Current axis position in G92
886,R/O,G92 Coordinates Y Absolute position,Current axis position in G92
887,R/O,G92 Coordinates Z Absolute position,Current axis position in G92
888,R/O,G92 Coordinates A Absolute position,Current axis position in G92
889,R/O,G92 Coordinates B Absolute position,Current axis position in G92
890,B,,
891,B,,
892,B,,
893,B,,
894,B,,
895,B,,
896,B,,
897,B,,
898,B,,
899,B,,
900,B,H01 offset mm,
901,B,H02 offset mm,
902,B,H03 offset mm,
903,B,H04 offset mm,
904,B,H05 offset mm,
905,B,H06 offset mm,
906,B,H07 offset mm,
907,B,H08 offset mm,
908,B,H09 offset mm,
909,B,H10 offset mm,
910,B,H11 offset mm,
911,B,H12 offset mm,
912,B,H13 offset mm,
913,B,H14 offset mm,
914,B,H15 offset mm,
915,B,H16 offset mm,
916,B,Possibly H17 offset mm,
917,B,Possibly H18 offset mm,
918,B,Possibly H19 offset mm,
919,B,Possibly H20 offset mm,
920,B,D01 offset mm,
921,B,D02 offset mm,
922,B,D03 offset mm,
923,B,D04 offset mm,
924,B,D05 offset mm,
925,B,D06 offset mm,
926,B,D07 offset mm,
927,B,D08 offset mm,
928,B,D09 offset mm,
929,B,D10 offset mm,
930,B,D11 offset mm,
931,B,D12 offset mm,
932,B,D13 offset mm,
933,B,D14 offset mm,
934,B,D15 offset mm,
935,B,D16 offset mm,
936,B,Possibly D17 offset mm,
937,B,Possibly D18 offset mm,
938,B,Possibly D19 offset mm,
939,B,Possibly D20 offset mm,
940,S, 1th Coordinate axis Name 0-5 : XYZAB,
941,S,2th Coordinate axis Name 0-5 : XYZAB,
942,S, 3th Coordinate axis Name 0-5 : XYZAB,
943,B,4th Coordinate axis Name 0-5 : XYZAB,
944,B,5th Coordinate axis Name 0-5 : XYZAB,
945,B,,
946,S,,
947,S,,
948,S,,
949,B,4th axis type 0: Linear axis; 1: Rotation axis,
950,B,5th axis type 0: Linear axis; 1: Rotation axis,
951,B,,
952,B,,
953,B,,
954,B,,
955,B,4th axis Offset X,
956,B,5th-axis Offset X,
957,B,,
958,B,,
959,B,,
960,B,,
961,B,4th-axis Offset Y,
